ติดอันดับดัชนี DJSI ต่อเนื่อง 3 ปี	pos
ดีด 4% หลังคว้างาน “โฮมโปร” 2 โครงการ กว่า 162 ลบ.	pos
3 หุ้นเรือวิ่งฉิว! รับดัชนี ทะลุ 1,500 จุด-จีนเปิดประเทศ	pos
โบรกอัพเป้าใหม่ 21 บ. คาดปี 66 รายได้ทะลุ 1.1 พันล้าน โกยกำไรเพิ่ม 24%	pos
บวก 3% โบรกเคาะเป้า 150 บ. ชี้กำไร Q4 โต 41% ดันทั้งปีทะลุ 120 ลบ.	pos
รายได้ค่าระวางเรือหด! กดกำไร Q3 เหลือ 1.35 พันลบ.	neg
งานเข้า “อย.” ตรวจเจอ “สี CI 15585” ผสมเครื่องสำอาง	neg
ร่วง 4% กังวล “สเปรดเบนซิน” ย่อตัวตามดีมานด์	neg
จับตากลุ่มผู้ถือหุ้นใหญ่ ฮาร์ดเซลล์บิ๊กล็อต 1.15 พันลบ. ต่ำกระดาน 29%	neg
เกลียด ชอบหลอกให้สั่งซื้อ ที่ไหนได้ไม่มีสิ้นค้า	neg
สินค้าด้อยคุณภาพ	neg
สินค้าหมดทำไมไม่แจ้งขึ้นว่าหมดอะ.กดใส่ตะกร้าไปเถอะ.เซ็งเรย	neg
อย่าทำแบบนี้กับใครอีกนะค่ะแย่มากค่ะ	neg
คือเเบบผิดหวังมาก เเย่ที่สุดได้ของมาฝาเเตก เเตกนิดหน่อยไม่ว่าเเตกเยอะมาก ครั้งเดียวพอจบเเยก😢	neg
ส่งช้าจัง รอนานมาก ยกเลิกก้อไม่ได้	neg
แย่มากกกกกกค่ะ เอาของพังมาให้ฉุนมาดค่ะไม่พอใจเป็นอย่างมากค่ะ. ส่งของ ก็ไม่ได้ใบเสร็จ. ไม่ไหวจะเคลียร์	neg
ไม่แนะนำซื้อมาใช้ได้วันเดียวใช้ไม่ได้แล้ว	neg
แย่ๆสั่งสินค้าไปหลายวันแล้วไม่ส่งให้สักทีเหนื่อยกับการรอคอย	neg
เสียความรู้สึกอย่างมาก สวยแต่ในรูปใส่ได้ครั้งเดียว ไม่ดี	neg
ยอดเยี่ยมค่ะ ราคาเหมาะสม บอกต่อได้เลยค่ะ	pos
สวยค่ะ เหมือนในรูปเลย ชอบค่ะ ส่งของไวมากก	pos
ใช้ดีค่ะหน้านุ่มและขาวขึ้น	pos
จัดส่งเร็วมาก สะดวกดี ของจริงขนาดใหญ่กว่าที่คิดไว้ แต่ใช้งานได้ดี	pos
ชอบสินค้ามาก ไม่ผิดหวังที่รอ สวยยังบรรจุภัณฑ์คับ	pos
สินค้าส่งรวดเร็ว พอใจในสินค้าครับ	pos
สินค้าคุณภาพดี แข็งแรง เสียงดี เด็กๆ ชอบ และยังส่งเร็วด้วยค่ะ	pos
ราคากับคุณภาพของสินค้ามีความเหมาะสม ใช้งานง่าย	pos
ส่งของไว ห่อพัสดุดี  ของใช้งานเยี่ยม	pos
สวยค่ะ การจัดส่งก็รวดเร็วดีค่ะ	pos
ใช้เดือนเดียวพังแย่ๆมากๆ	neg
เสียใจความรู้สึกมากกระเป๋าบางมากไม่ตรงกะแบบสินค้าที่ลงการแพ็คของส่งก็แย่เอาถุงดำที่ใส่ขยะแถมสกปรกมากทำไมไม่ตรวจสอบก่อนส่งถึงมือลูกค้าเราไปซื้อของคุณนะไม่ได้ไปขอฟรีๆปรับปรุงด่วน!!!! 	neg
การส่งของแย่มาก ขนาดตะโกนว่ารอเดี๋ยว ยังโยนสินค้าข้ามรั้ว ถ้าโน้ตบุคเสียหายจะทำยังไง	neg
ใช้ในรถระบบเสีย พังใช้ต่อไม่ได้	neg
ผิดหวัง ลบไม่ออก	neg
หมดอายุแล้วไม่ควรเอามาลงขายค่ะเสียใจผิดหวังมากๆค่ะกว่าจะหมดแพงด้วยนะ	neg
ส่งช้ามาก ตอนนี้ยังไม่ได้ของ	neg
ได้รับของแล้วผิดหวังมาก ไม่ดีเลยค่ะ	neg
สินค้าไม่มีคุณภาพสายกางเกงไม่เท่ากัน	neg
ช้าสุดๆรอจนรำคาญละ	neg
คุณภาพคุ้มค่าครับ	pos
ส่งเร็วดี ใช้ดีคุ้มมาก ราคาถูก	pos
ได้รับสินค้าเร็วค่ะ และสินค้าก็มีคุณภาพ สวมใส่สบายตัวมากๆๆ เลยค่ะ	pos
ได้รับของเร็วมาก.. แถมสินค้าได้ตามต้องการสวยมาก	pos
รับประทานดีอยู่นะครับ มองเห็นความเปลี่ยนแปลงของร่างกาย ทานแล้วรู้สึกว่าดีนะ	pos
ใช้ได้ดีเหมาะกับราคานี้ ก็สรุปว่าดีครับ	pos
สินค้าใช้แล้วดีมากไม่ทำให้ลูกแพ้เลยแถมราคาถูกกว่าในห้างและตามร้านค้าอีก	pos
ใช้งานดีมากส่งของก็เร็วของครับ	pos
ส่งไวมาก สั่งตอนเย็น ตอนเช้าได้แล้ว สินค้าแพ็คมาดีมาก ใช้งานได้ปกติไม่มีปัญหาอะไร ถือว่าคุ้มค่าสุดๆครับ	pos
วัสดุค่อนข้างดีนับว่าคุ้มราคาครับ	pos
สินค้าไม่เหมือนในรูป ผิดหวังมาก เย็บไม่ดีเลย	neg
ใช้แล้วสิวขึ้นเต็มเลยไม่รู้แพ้รึเปล่า....เซ็งเลยเหลือตั้งเยอะเสียดายมาก	neg
คุณภาพแย่มากใช้งานไม่ได้แม้แต่ครั้งเดียว	neg
ผิดหวังมาก ไม่แนะนำให้ใช้ค่ะ	neg
สรุปแพงกว่าท้องตลาดคะแย่มากเสียความ	neg
รู้สึกผิดหวังมาก ไม่ใช่แบบที่หวังไว้เลยย	neg
แย่มากๆๆๆๆ ไม่ส่งของแถมมาให้ตามที่โฆษณา 	neg
งานไม่ค่อยดี ไม่สมกับราคา	neg
แย่มากเลย นมใกล้หมดอายุ ครั้งนี้ครั้งสุดท้ายนะคะที่จะสั่ง	neg
ใช้ได้ไม่กี่เดือนก็พังล่ะยังใช้ไม่คุ้มกับราคาที่ซื้อมาเลย	neg
ใส่สบายสั่งหลายรอบแล้วจร้าาา	pos
ส่งของรวดเร็วดี คุณภาพใช้ได้ค่ะ	pos
ใช้งานได้ดีราคาไม่แพงมาก	pos
ชอบที่ส่งเร็วมากครับ ทันใจดีจิงๆ	pos
รับของไว พนักงานส่งของดีมาก คุณภาพคุ้มราคา	pos
ดีครับ คุ้มค่าคุ้มราคา น่าจะใช้งานได้ทนทานมือใหม่น่าเอามาใช้ครับ	pos
คุณภาพพอใช้ได้  ดูบอบบางจัง ต้องดูระยะการใช้งานระยะยาวค่ะรวม ๆ ถือว่าโอเคค่ะ	pos
สินค้าแพคอย่างดี ที่สำคัญส่งขอเร็วมาก คิดว่าจะได้ช้าเสียอีก	pos
ส่งของไวมาก แต่ราคาขึ้นลงบ่อยมา ต้องเข้ามาเช็คราคาบ่อยๆ ว่าวันไหนจะราคาถูก แต่คุ้มแน่นอนค่ะ เลือกซื้ออันนี้ไม่ผิดหวังค่ะ	pos
ได้รับของเร็วมาก กระทะร้อนเร็ว ทำอาหารได้หลายอย่างเลยค่ะ ชอบมาก	pos
เสียดายที่ไว้ใจใช้บริการผิดหวังมาก เอาสินค้าของคุณคือไปเถอะ แล้วคืนเงินให้เรา สั่งของก็บ่อยต่อไปไม่สั่งแล้ว แย่มากๆๆๆๆๆๆๆๆๆๆๆๆๆๆ	neg
แย่มากอย่าสั่งนะ	neg
แย่มาก รูปดูสวยหรูดีนะ แต่มาเจอของจริงนี่แย่สุดๆ สินค้าไม่สมกับราคาเลย 	neg
แย่มากเสียดายเงิน	neg
สินค้ามีรอยตำหนิ เป็นรอยง่าย 	neg
สินค้าคุณภาพแย่มาก วัสดุเหมือนหมดอายุแล้ว	neg
สินค้าส่งมาแตกหัก ยังไม่ได้ประกอบเลย เสียความรู้สึก	neg
ซื้อแล้วผิดหวังสินค้าไม่มีคุณภาพ	neg
แย่มาก บิดน้ำไม่แห้ง เสียดายตังมาก	neg
ตกใจมาก โคตรแย่ ก่อนหน้านี้ใช้ดี ชอบมาก ปลอดภัยดี ตอนระเบิดมีกลิ่นไหม้กับประกายไฟ ไม่เป็นแผลแต่เป็นดำๆ ที่มือ แสบเล็กน้อย	neg
สินค้าใช้ดีสีสดใช้จนถึงทุกวันนี้	pos
ร้านนี้ ขายสินค้าตรงตามประกาศ ส่งตามกำหนด สินค้าใช้งานดี	pos
ถูกกว่าในห้างเยอะเลยครับ ภาพชัด สินค้าใหม่ พนักงานบริการดีมาก สั่งสินค้ากับลาซาด้าไม่เคยผิดหวังเลยครับ	pos
แรงดี หน้าจอใหญ่ ส่งของเร็ว พอใจครับ	pos
จอใหญ่มาก คุณภาพเสียง ชัดเจนดีมาก โดยรวมแล้วคุ้มค่ามาก	pos
พกพาสะดวก ได้ของเร็ว	pos
โอเคมาก เป็นอย่างที่คาดหวังไว้ เยี่ยม	pos
ได้สินค้าภายในสองวัน OK นะครับ สมราคา ใช้งานได้ปกติ	pos
ดีมากๆๆคะ ได้เร็ว แพ๊คดี สินค้าสภาพดี ราคาถูก ไม่ต้องไปเดินช๊อปเอง ดีคะ	pos
ส่งของรวดเร็วมาก สินค้าใหม่ด้วย โดยรวมให้คะแนนเต็มครับ	pos
ไม่พึงพอใจเลย  สินค้าผลิตจากพลาสติกด้อยคุณภาพ  ก๊องแก๊งมาก	neg
แพ็คของไม่ดีมากเลยครับข้างในกล่องฉีกขาดไม่สวยเลย	neg
คุณภาพสินค้าไม่น่าประทับใจ	neg
วัสดุแย่ ขาดง่าย เสียดายเงิน	neg
อย่าขายเลย ยกเลิกโปรนี้เถอะ เสียความรู้สึก ดูมาหลายเดือนละ	neg
แบตแย่มากค่ะ หมดเร็วมาก รับประกันไม่ได้ชวยอะไรเลย 	neg
เห็นแล้วรู้สึกแย่ ไม่มั่นใจในสินค้าร้านนี้	neg
คุณภาพแย่มากค่ะ ใช้ครั้งแรกมีกลิ่นไหม้ออกมาเลยแถมข้าวไม่สุกด้วย	neg
เสียเวลามากๆ กว่าจะทำเรื่องคืนเงินได้ ของก็ต้องใช้ ต้องไปซื้อใหม่ เสียเงินซ้ำอีก ระบบการทำงานแย่มาก มันเหมือนกันมากเลยหรือ ส่งผิดรุ่นได้	neg
หลอกลวง ต้มตุ๋น เอาของปลอมมาขาย ร้านโจร	neg
ส่งเร็วทันใช้ตามความต้องการ	pos
เนื้อผ้าดีแต่ไม่หนา เซ็กซี่ดีแต่ไม่โป๊ะ คุณภาพสมกับราคา	pos
ง่ายดีไม่ต้องหาซื้อให้ยุ่งยาก	pos
สมราคาค่ะ ภาพชัดเจน เทียบกับยี่ห้ออื่นราคาถูกกว่า	pos
สวยมาใช้งานง่ายมากที่สำคัญส่งเร็วมาก	pos
เสียงดี ส่งเร็ว ราคานี้คุ้มครับ 	pos
ใช้ดียังไม่มีปัญหาอะไรค่ะชอบมาก	pos
สเป็คถือว่าโอเครเลยคับ ไหลลื่นดีไม่มีสดุด สมกับราคา และคุ้มค่ามากๆเลย	pos
ใช้ดีส่งของไว มากเจ้านี้  วัสดุคุณภาพจริงจริง	pos
แพคของเรียบร้อยดีค่ะ ส่งเร็ว ไว้จะสั่งอีกนะคะ☺	pos
เกรดต่ำเหมือนกับว่าเอาของถูกๆมาคละกัน	neg
สั่งซื้อแล้วอยู่ดีๆมายกเลิก เสียความรู้สึกเลยครับ	neg
ไม่เป็นไปตามที่โฆษณา ส่งสินค้าไม่ตรงตามกำหนด เมื่อสินค้ามีปัญหาไม่รับผิดชอบใด 	neg
ไม่ซึมซับลูกอับชื้นโฆษณาเกินจริงเสียเงินฟรีไม่คุ้มแย่มาก	neg
ไม่มีคู่มือ แย่มากครับ กล่องก็ไม่มี ใส่ถุงมาให้ ทุเรศมากครับ	neg
สินค้าไม่ตรงปก ของคุณภาพร้อยกว่าบาท แย่ๆ	neg
แย่มากๆสั่งของจ่ายเงิน แต่ไม่ได้ของ!	neg
ใช้ได้แป็บเดียวพังแล้ว	neg
สินค้าชำรุด ส่งมาถึงแกะดู สินค้าแตก	neg
ซื้อมายังไม่ทันเล่นเลยพังซะแล้ว	neg
ผ้านิ่ม เด้งๆ ดีกว่าที่คิดไว้ ชอบคะ	pos
โอเครค่ะได้สินค้าตามรูปผ้าใส่สบาย	pos
เสื้อสวยถูกใจค่ะส่งเร็วทันใจดี	pos
คุณภาพเหมาะสมกับราคา ใช้งานOK ต่อดูภาพจากคอมชัดมาก จัดส่งเร็วดี	pos
เนื้อผ้าดีมากๆๆๆๆเกินราคา กำลังจะสั่งเพิ่มอีก ช้าหน่อยแต่ได้มาไม่ผิดหวังเลยค่ะ	pos
ใช้ดี ราคาไม่แพงเกินค่ะ พอใจมาก	pos
ใช้ดีมากค่ะ ช่วยให้หน้าตึงขึ้น หน้าไม่เหี่ยว  เราใช้มาตลอดค่ะ สั่งอีกแน่	pos
จากการพิสูจน์เป็นหนังแท้ เลือกไม่ผิด งานเย็บละเอียด ชอบครับ 	pos
แพ็คสินค้าดี สินค้าคุณภาพ สมราคา แฟนประทับใจครับ	pos
ส่งของได้เร็วมาก สินค้าใช้ได้ดีไม่มีปัญหา คุ้ม	pos
เสียความรู้สึกค่ะมาไม่ตรงที่สั่ง	neg
มันผิดพลาดอะไรหรือลงรูปเพื่อหลอกให้คนสั่งซื้ออธิบายหน่อย	neg
สินค้าคุณภาพไม่ค่อยดี	neg
สินค้ามีตำหนิ แย่มากๆ ไม่ไหวๆเลย ถ้ามีตำหนิก็บอกด้วยครับ จะได้ทำใจก่อนซื้อ	neg
เปราะบางมากความแข็งแรงน้อย มันง่ายต่อการแตกหัก	neg
ขนส่งก็ช้าสินค้ามีตำหนิแพ็คสินค้าไม่ดีมีรอยบุบ	neg
สินค้าเหมือนของปลอม เนื่อครีมเหมือนซอง 10 บาท บรรจุภัณฑ์เหมือนก๊อปมา ไม่เหมือนของจริงในห้างเลย เสียดายตังค์ ซื้อมาทิ้ง	neg
รายการไม่ดี ที่จับไม่ดีและสั้น	neg
เตรียมจ่ายปันผล 0.78 บ. ขึ้น XD 29 ธ.ค.นี้	pos
แรงขายหุ้น “อิเล็ก-พลังงาน” กด SET ปิดลบ 1 จุด จับตาสัปดาห์หน้า “ไซด์เวย์”	neg
บิ๊กล็อต โผล่ 1.2 พันลบ. เท่ากระดาน จับตาผู้ถือหุ้นใหญ่ปรับพอร์ต	neg
“กองทุน-พร็อพ” เทขายกว่า 2.4 พันล้าน กด SET ปิดลบ 1 จุด	neg
ตั้ง “กัลฟ์ แอดไวเซอรี่ เซอร์วิสเซส” ลุยบริการด้านวิศวกรรม-เทคนิค	pos
สรุปซื้อขายกระดานรายใหญ่วันนี้ มูลค่าสูงสุด 1.2 พันลบ.	pos
สรุป SET100 วันนี้ บวกสูงสุด 4.35%	pos
รุกตลาด “จีน-ยุโรป” ต่อยอดผู้นำ “อาหารสัตว์เลี้ยง” ระดับโลก	pos
ปิดพุ่ง 6% ลุ้นผลงาน Q4 สดใส ย้ำเป้ารายได้ปีนี้ 1.95 พันล้านบาท	pos
ผนึก บริหารหนี้กว่า 4 พันล้าน	pos
วิ่ง 4% ลุ้นรายได้ปีนี้โต 30% ตุน “แบ็กล็อก” กว่า 300 ลบ.	pos
ดีดกลับ 3% เก็งแผนตีตลาดจีน-ยุโรป หนุนผลงานโตแกร่ง	pos
ผนึก 3 กองทุน เปิดกลยุทธ์ลงทุนปี 66 ชูหุ้น “จีน-เวียดนาม” ดาวเด่น	pos
พลิกโฉม! ลุยมอเตอร์ไซค์ไฟฟ้า “ไทย-ตปท.” บุกตลาดไต้หวันปี 66	pos
ส่ง “ซันเทค รีไซเคิล” เข้าซื้อบ.ย่อย WAVE หนุนโอกาสประมูลงานใหม่	pos
ยอดใช้จ่ายผ่านบัตร ต.ค. พุ่ง จับตาดันกำไรปีนี้แตะ 7.4 พันลบ. แนะซื้อเป้า 62.50 บ.	pos
โบรกแนะซื้อ 45 บ. ลุ้นหุ้นเข้า SET50 รอบครึ่งแรกปี 66 พ่วงอานิสงส์บาทแข็ง	pos
ควัก 3 พันลบ. ซื้อหุ้นคืน 200 ล้านหุ้น	pos
สรุปซื้อขายกระดานรายใหญ่ภาคเช้า มูลค่าสูงสุด 329.10 ลบ.	pos
สรุป SET100 ภาคเช้าบวกสูงสุด 4.35%	pos
จังหวะสอย หลังร่วง “นิวโลว์” รอบเกือบ 3 ปี ดันอัพไซด์กว้าง 49%	pos
จับมือ พัฒนาระบบ e-Withholding TAX	pos
ตั้ง “อัษฏาพร วังสิริสมบัติ” นั่ง CFO มีผล 16 ธ.ค.65	pos
บวกแรง 4% ลุยธุรกิจฝากทอง รับทรัพย์กำไรดอกเบี้ยโตสูง 15% ต่อปี	pos
คว้ารางวัลประกาศ “เกียรติคุณจรรยาบรรณ” ดีเด่นปี 65	pos
ร่วง 5% คาดขายทำกำไร หลังวานนี้พุ่งแรง	neg
ร่วงต่อ 7% โบรกชี้โยกเงินเพิ่มทุน 5.58 พันล้าน หวังจ่ายหนี้ “ไม่คุ้มเสีย”	neg
ดีด 3% ตอบรับสื่อนอกบ้านฟื้น-จ่อปันผล 0.0701 บ. ขึ้น XD 30 ธ.ค.นี้	pos
ควงแขนวิ่ง! รับกลุ่ม “เฮียฮ้อ” เข้าถือ 62.45%	pos
แฟนบอลมีเฮ! มอบสิทธิ IPTV ถ่ายบอลโลก 2 แมตช์สุดท้าย	pos
เด้ง 2% จับตาปีหน้าโต 15% แบ็กล็อก 3 ปี 2 พันล้าน	pos
พุ่ง 6% จับมือพาร์ทเนอร์ ขยายธุรกิจขนส่งสินค้า	pos
กอดแบ็กล็อกแน่น 1.5 พันลบ. มั่นใจรายได้ปี 65 โตทะลุเป้า 50%	pos
“เฮียฮ้อ” แจงเทกโอเวอร์ สยายปีกสู่ธุรกิจใหม่	pos
ลุ้นไตรมาส 4 กำไรทะลุพันล้าน รับผู้ป่วย “ชาวไทย-ต่างชาติ” หนุน โบรกชูเป้า 23.50 บ.	pos
Financial Markets คาดเงินบาทวันนี้ 34.95-35.25 บ./ดอลลาร์	pos
“ฟินันเซีย” มอบรางวัลผู้ชนะโครงการ “Finansia HERO Academy Season 2”	pos
กำไรพิเศษ 506 ล้าน	pos
บอร์ด ไฟเขียว! แผนลงทุน 4 แสนล้าน เน้นธุรกิจใหม่สอดรับกลยุทธ์	pos
จับมือ ตั้ง “ทีดี เอ็ม ลอจิสติกส์” บริการขนส่งกระจายสินค้า	pos
เคาะปันผล 0.0701 บ. ขึ้น XD 30 ธ.ค.นี้	pos
“จิรวุฒิ คุวานันท์” บิ๊กล็อต เกลี้ยงพอร์ต 10% รับเงินกว่า 69 ลบ.	neg
ส่ง “นูออโว พลัส” ร่วมทุน “Gotion” ตั้ง “เอ็นวี โกชั่น” ลุยแบตฯอีวี	pos
คว้ารางวัล PRODUCT OF THE YEAR 2022 ครองแชมป์ตลาดบ้าน	pos
คว้างาน “โฮมโปร” 2 โครงการ มูลค่ากว่า 162 ล้าน	pos
รีบเติมก่อนกลับบ้าน! พรุ่งนี้ ขึ้นราคา “เบนซิน-แก๊สโซฮอล์” ทุกชนิด 30 สต.	pos
บิ๊กล็อต โผล่ปริศนา 20 ล้านหุ้น ต่ำกว่ากระดาน ฉุดราคารูดหนัก 16%	neg
สรุปซื้อขายกระดานรายใหญ่วันนี้ มูลค่าสูงสุด 195 ลบ.	pos
ดักเก็บ! ปิดโลว์ 30 บ. โบรกฯชี้ 3 ปีกำไรโตเฉลี่ย 34% เคาะเป้า 45 บ.	pos
ปั้นแบรนด์ “ทองมาเงินไป” ปักธงพอร์ตลูกหนี้ขายฝากปี 66 ทะลุ 2.8 พันลบ.	pos
ต้นทุน-ค่าใช้จ่ายขายพุ่ง! ฉุดกำไรไตรมาส 3 เหลือ 603 ล้าน	neg